fecha,retailer,sku,ean,nombre,cantidad,unidad,precio_lista,precio_efectivo,mecanica
2026-07-20,Jumbo,500,,Bebida Coca-Cola Zero 1.5 L,,,2290,1495,2 x $2.990
2026-07-20,Jumbo,503,,Bebida Coca-Cola Zero 3 L,,,3450,3450,
2026-07-20,Jumbo,53052,,Pack 6 un. Bebida Coca-Cola Zero Mini Lata 220 cc,,,5190,3248,4 x $12.990
2026-07-20,Jumbo,167200,,Pack 24 un. Bebida Coca-Cola Zero Lata 220 cc,,,17690,12990,
2026-07-20,Jumbo,43762,,Pack 6 un. Bebida Coca-Cola Zero Lata 350 cc,,,5990,4190,
2026-07-20,Jumbo,505,,Bebida Coca-Coca Zero 591 ml,,,1350,995,2 x $1.990
2026-07-20,Jumbo,494,,Bebida Coca-Cola Light 1.5 L,,,2290,1495,2 x $2.990
2026-07-20,Jumbo,141141,,Pack Bebida Coca-Cola Zero 3 L + Sprite Zero 3 L,,,5490,4690,
2026-07-20,Jumbo,153768,,Pack 4 un. Bebida Coca-Cola Zero Azúcar Vidrio No Retornable 300 ml,,,4990,4990,
2026-07-20,Jumbo,497,,Bebida Coca-Cola Light 3 L,,,3450,3450,
2026-07-20,Jumbo,135276,,Bebida Coca-Cola Zero Lata 473 cc,,,1250,1000,
2026-07-20,Jumbo,135247,,Pack 6 un. Bebida Coca-Cola Zero Lata 473 cc,,,5990,5990,
2026-07-20,Jumbo,141139,,Pack Bebida Coca-Cola Zero 3 L + Fanta Sin Azúcar 3 L,,,5490,4690,
2026-07-20,Jumbo,141140,,Pack Bebida Coca-Cola Zero 3 L + Nordic Ginger Ale Sin Azúcar 3 L,,,5490,4690,
2026-07-20,Unimarc,57399,7801610350904,Bebida Coca Cola zero 1 L,,,1690,1000,2 x $2.000
2026-07-20,Unimarc,655,7801610355534,Bebida Coca Cola zero desechable 3 L,,,3290,2550,$2.550
2026-07-20,Unimarc,9944,7801620006891,Bebida Pepsi zero no retornable 3 L,,,3190,2450,$2.450
2026-07-20,Unimarc,6434,7801610284339,Bebida Sprite zero desechable 3 L,,,3290,2400,3 x $7.200
2026-07-20,Unimarc,4147,7801610356357,Pack Bebida Coca Cola zero lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-20,Unimarc,1502,7801610671313,Bebida Fanta sin azúcar desechable 3 L,,,3290,2400,3 x $7.200
2026-07-20,Unimarc,569,7801610650103,Bebida Coca Cola light 1 L,,,1690,1000,2 x $2.000
2026-07-20,Unimarc,93194,7801620010935,Bebida Pepsi zero desechable 1.25 L,,,1890,1000,2 x $2.000
2026-07-20,Unimarc,6011,7801620006938,Pack bebida Pepsi zero lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-20,Unimarc,578,7801610352151,Bebida Coca Cola light desechable 3 L,,,3290,2550,$2.550
2026-07-20,Unimarc,5871,7801610000601,Bebida Coca Cola zero botella 591 ml,,,1350,995,2 x $1.990
2026-07-20,Unimarc,96681,7801610002612,Pack bebida Coca Cola + Sprite sin azúcar 2 un 3 L,,,5890,5190,$5.190
2026-07-20,Unimarc,3365,7801610022894,Pack Bebida Coca Cola light lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-20,Unimarc,55295,7801620008079,Bebida Canada Dry ginger ale zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,91708,7801610473023,Bebida Coca Cola zero lata 473 ml (diseño aleatorio),,,1350,1000,$1.000
2026-07-20,Unimarc,5869,7801610000595,Bebida Coca Cola light botella 591 ml,,,1350,995,2 x $1.990
2026-07-20,Unimarc,12589,7801620002794,Bebida Limón Soda zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,1722,7801610591888,Bebida Sprite zero botella 591 ml,,,1350,995,2 x $1.990
2026-07-20,Unimarc,14276,7801610591123,Bebida Fanta sin azúcar botella 591 ml,,,1350,995,2 x $1.990
2026-07-20,Unimarc,6345,7801620005290,Bebida Kem zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,14032,7801620007034,Bebida Orange Crush zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,6325,7801620005085,Bebida Bilz zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,3560,7801610223048,Pack bebida Sprite zero lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-20,Unimarc,6324,7801620005078,Bebida Pap zero no retornable 3 L,,,3190,2490,$2.490
2026-07-20,Unimarc,4642,7801610066621,Pack Bebida Fanta sin azúcar lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-20,Unimarc,96680,7801610002599,Pack bebida Coca Cola + Fanta sin azúcar 2 un de 3 L,,,5890,5190,$5.190
2026-07-20,Unimarc,659,7801610350409,Bebida Coca Cola zero 1.5 L,,,2290,2290,
2026-07-20,Unimarc,82350,7801620009342,Bebida Pepsi zero 600 ml,,,1290,1070,$1.070
2026-07-20,Unimarc,98036,9990000000136,Bebida Coca Cola Zero Azúcar Retornable 2 L (Incluye envase),,,2090,1790,$1.790
2026-07-20,Unimarc,98037,9990000000137,Bebida Sprite Zero Retornable 2 L (Incluye envase),,,2090,1690,$1.690
2026-07-20,Unimarc,97684,9990000000036,Bebida Fanta Zero Retornable 2 L (Incluye envase),,,2090,1690,$1.690
2026-07-20,Unimarc,96679,7801610002377,Pack bebida Coca Cola + Nordic sin azúcar 2 un de 3 L,,,5890,5190,$5.190
2026-07-20,Unimarc,86614,7801620009410,Bebida Kem zero 600 ml,,,1290,1070,$1.070
2026-07-20,Unimarc,86463,7801620009397,Bebida Limón soda zero sin azúcar 600 cc,,,1290,1070,$1.070
2026-07-20,Unimarc,82358,7801620009427,Bebida Kem Xtreme sugar free 600 ml,,,1290,1070,$1.070
2026-07-20,Unimarc,98038,9990000000138,Bebida Coca Cola Light Retornable 2 L (Incluye envase),,,2090,1790,$1.790
2026-07-20,Unimarc,96829,7808707003651,Bebida Point sin azúcar papaya desechable 3 L,,,1090,1090,
2026-07-20,Unimarc,232,7801610022726,Bebida Coca Cola light 1.5 L,,,2290,2290,
2026-07-20,Unimarc,441,7801610023723,Bebida Sprite zero 1.5 L,,,2290,2290,
2026-07-20,Unimarc,843,7801610066225,Bebida Fanta sin azúcar 1.5 L,,,2290,2290,
2026-07-20,Unimarc,55293,7801620008048,Bebida Canada Dry ginger ale zero no retornable 1.5 L,,,2090,2090,
2026-07-20,Unimarc,14082,7801620007171,Bebida Canada Dry agua tónica zero desechable 1.5 L,,,2090,2090,
2026-07-20,Unimarc,13988,7801620006860,Bebida Pepsi zero no retornable 1.5 L,,,2090,2090,
2026-07-20,Unimarc,6179,7801620004910,Bebida Pap zero no retornable 1.5 L,,,2090,2090,
2026-07-21,Jumbo,62524,,Bebida Pepsi Zero 1.75 L,,,2390,1590,
2026-07-21,Jumbo,54039,,Pack 6 un. Bebida Pepsi Zero 350 ml,,,5850,2998,4 x $11.990
2026-07-21,Jumbo,122281,,Bebida Canada Dry Zero 1.75 L,,,2390,1590,
2026-07-21,Jumbo,53051,,Pack 6 un. Bebida Coca-Cola Light 220 cc,,,5190,3248,4 x $12.990
2026-07-21,Jumbo,391,,Bebida Coca-Cola Original 1.5 L,,,2290,1495,2 x $2.990
2026-07-21,Jumbo,53050,,Pack 6 un. Bebida Coca-Cola Original 220 cc,,,5190,3248,4 x $12.990
2026-07-21,Jumbo,532,,Bebida Sprite Sin Azúcar 1.5 L,,,2290,1495,2 x $2.990
2026-07-21,Jumbo,55210,,Bebida Pepsi Desechable 1.75 L,,,2390,1590,
2026-07-21,Jumbo,17485,,Bebida Pepsi Zero 3 L,,,3250,2000,2 x $4.000
2026-07-21,Jumbo,167201,,Pack 24 un. Bebida Coca-Cola Original Lata 220 cc,,,17690,12990,
2026-07-21,Jumbo,43763,,Pack 6 un. Bebida Coca-Cola Original 350 cc,,,5990,4190,
2026-07-21,Jumbo,510,,Bebida Fanta Sin Azúcar 1.5 L,,,2290,1495,2 x $2.990
2026-07-21,Jumbo,43764,,Pack 6 un. Bebida Coca-Cola Light 350 cc,,,5990,4190,
2026-07-21,Jumbo,432,,Bebida Sprite 1.5 L,,,2290,1495,2 x $2.990
2026-07-21,Jumbo,394,,Bebida Coca-Cola Original 3 L,,,3450,3450,
2026-07-21,Jumbo,46448,,Bebida Kem Zero 1.75 L,,,2390,1590,
2026-07-21,Jumbo,396,,Bebida Coca-Cola Original 591 ml,,,1350,995,2 x $1.990
2026-07-21,Jumbo,72506,,Pack 6 un. Bebida Canada Dry Ginger Ale Lata 350 ml,,,5850,2998,4 x $11.990
2026-07-21,Jumbo,431,,Bebida Pepsi 3 L,,,3250,2000,2 x $4.000
2026-07-21,Jumbo,17483,,Bebida Pepsi Zero 1.5 L,,,2150,2150,
2026-07-21,Jumbo,53996,,Pack 6 un. Bebida Kem Piña Lata 350 cc,,,5850,2998,4 x $11.990
2026-07-21,Jumbo,44021,,Pack 6 un. Bebida Fanta Naranja Sin Azúcar 350 ml,,,5990,4190,
2026-07-21,Jumbo,46447,,Bebida Kem 1.75 L,,,2390,1590,
2026-07-21,Jumbo,166170,,Pack Bebida Coca-Cola Original 3 L + Fanta Original 3 L,,,5450,4690,
2026-07-21,Jumbo,499,,Bebida Coca-Cola Light 591 ml,,,1350,995,2 x $1.990
2026-07-21,Jumbo,65768,,Bebida Canada Dry Ginger Ale Zero 1.5 L,,,2150,2150,
2026-07-21,Jumbo,43832,,Pack 6 un. Bebida Pepsi 350 ml,,,5850,2998,4 x $11.990
2026-07-21,Jumbo,44218,,Pack 6 un. Bebida Sprite Sin Azúcar Lata 350 ml,,,5990,4190,
2026-07-21,Unimarc,3819,7801610001974,Bebida Coca Cola original 1 L,,,1690,1000,2 x $2.000
2026-07-21,Unimarc,484,7801610001653,Bebida Coca Cola original desechable 3 L,,,3290,2550,$2.550
2026-07-21,Unimarc,3269,7801610001660,Pack Bebida Coca Cola original lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-21,Unimarc,3723,7801610005651,Bebida Sprite desechable 3 L,,,3290,2400,3 x $7.200
2026-07-21,Unimarc,3801,7801620017552,Bebida Pepsi no retornable 3 L,,,3190,2450,$2.450
2026-07-21,Unimarc,3781,7801620001223,Bebida Kem piña no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,90382,7801610003084,FANTA NARANJA FULL SUGAR 3 LT PET,,,3290,2400,3 x $7.200
2026-07-21,Unimarc,3816,7801620001643,Bebida Limón Soda no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,5867,7801610000571,Bebida Coca Cola original botella 591 ml,,,1350,995,2 x $1.990
2026-07-21,Unimarc,3783,7801620001216,Bebida Pap no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,93193,7801620010928,Bebida Pepsi desechable 1.25 L,,,1890,1000,2 x $2.000
2026-07-21,Unimarc,3782,7801620001193,Bebida Bilz no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,3876,7801620001896,Bebida Canada Dry ginger ale no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,3276,7801620000233,Pack bebida Pepsi lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,3261,7801620000196,Pack bebida Limón Soda lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,3585,7801620000349,Pack bebida Kem piña lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,3280,7801620000325,Pack bebida Bilz lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,96682,7801610003398,Pack bebida Coca Cola + Fanta 2 un de 3 L,,,5790,5190,$5.190
2026-07-21,Unimarc,3811,7801620001599,Bebida Orange Crush no retornable 3 L,,,3190,2490,$2.490
2026-07-21,Unimarc,6677,7801610591994,Bebida Sprite botella 591 ml,,,1350,995,2 x $1.990
2026-07-21,Unimarc,3263,7801620000332,Pack bebida Pap lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,3278,7801620852726,Pack bebida Orange Crush lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,90391,7801610002926,FANTA NARANJA FULL SUGAR 591 ML PET,,,1350,995,2 x $1.990
2026-07-21,Unimarc,3287,7802100370105,Bebida Canada Dry agua tónica no retornable 1.5 L,,,1990,1590,$1.590
2026-07-21,Unimarc,3267,7801610005965,Pack Bebida Sprite lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-21,Unimarc,3265,7801620000226,Pack bebida Canada Dry agua tónica lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,90384,7801610003114,Pack bebida sabor original Fanta lata 6un de  350 ml,,,5990,4290,$4.290
2026-07-21,Unimarc,12770,7801620001988,Bebida Kem Xtreme no retornable 1.5 L,,,1990,1590,$1.590
2026-07-21,Unimarc,3259,7801620000219,Pack bebida Canada Dry ginger ale lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-21,Unimarc,97634,9990000000135,Bebida Coca Cola Original Retornable 2 L (Incluye envase),,,2090,1790,$1.790
2026-07-21,Unimarc,91789,7801610002544,Bebida Fanta sabor pomelo lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-21,Unimarc,97654,9990000000081,Bebida Pap retornable 2 L (Incluye envase),,,2290,1690,$1.690
2026-07-21,Unimarc,97653,9990000000128,Bebida Sprite Retornable 2 L (Incluye envase),,,2090,1690,$1.690
2026-07-21,Unimarc,98026,9990000000080,Bebida Limón Soda retornable 2 L (Incluye envase),,,2290,1690,$1.690
2026-07-21,Unimarc,98046,9990000000079,Bebida Kem Piña Retornable 2 L (Incluye envase),,,2290,1690,$1.690
2026-07-21,Unimarc,86456,7801620009403,Bebida Limón soda 600 cc,,,1290,1070,$1.070
2026-07-21,Unimarc,86459,7801620009502,Bebida Bilz 600 cc,,,1290,1070,$1.070
2026-07-21,Unimarc,86455,7801620009380,Bebida gaseosa pap 600ml,,,1290,1070,$1.070
2026-07-21,Unimarc,82351,7801620009373,Bebida Pepsi 600 ml,,,1290,1070,$1.070
2026-07-21,Unimarc,98035,9990000000129,Bebida Fanta Naranja Retornable 2 L (Incluye envase),,,2090,1690,$1.690
2026-07-21,Unimarc,82352,7801620009434,Bebida Kem Xtreme 600 ml,,,1290,1070,$1.070
2026-07-21,Unimarc,86457,7801620009441,Bebida Kem 600 cc,,,1290,1070,$1.070
2026-07-21,Unimarc,86458,7801620009489,Bebida Crush 600 cc,,,1290,1070,$1.070
2026-07-21,Unimarc,3274,7801610001264,Bebida Coca Cola original 1.5 L,,,2290,2290,
2026-07-21,Unimarc,12571,7802100360182,Bebida Canada Dry ginger ale no retornable 1.5 L,,,2090,2090,
2026-07-21,Unimarc,455,7801610005262,Bebida Sprite 1.5 L,,,2290,2290,
2026-07-21,Alvi,1310,7801610000571,Bebida Coca Cola original botella 591 ml Bebida original botella,,,1040,1040,
2026-07-21,Alvi,1224,7801610323236,Bebida Coca Cola original desechable 3 L Bebida original desechable,,,2960,2960,
2026-07-21,Alvi,1261,7801610350355,Bebida Coca Cola sin azúcar lata 350 ml Bebida sin azúcar lata,,,870,870,
2026-07-21,Alvi,1189,7801610011195,"Bebida Coca Cola, lata 350 ml Bebida lata",,,870,870,
2026-07-21,Alvi,1312,7801610000601,Bebida Coca Cola zero botella 591 ml Bebida coca cola sin azúcar botella,,,1040,1040,
2026-07-21,Alvi,1259,7801610355534,Bebida Coca Cola zero desechable 3 L Bebida sin azúcar desechable,,,2960,2960,
2026-07-21,Alvi,1190,7801610001264,Bebida Coca Cola original 1.5 L Bebida original desechable,,,2130,2130,
2026-07-21,Alvi,1262,7801610350409,Bebida Coca Cola zero 1.5 L Bebida sin azúcar,,,2130,2130,
2026-07-21,Alvi,1192,7801620852689,Bebida Pepsi lata 350 ml Bebida lata,,,950,950,
2026-07-21,Alvi,1188,7801610005194,Bebida Sprite lata 350 ml Bebida lata,,,870,870,
2026-07-21,Alvi,1220,7801620852580,Bebida Kem piña lata 350 ml Bebida lata,,,950,950,
2026-07-21,Alvi,1320,7801620006891,Bebida zero desechable,,,3270,3270,
2026-07-21,Alvi,1317,7801620006846,"Bebida Pepsi zero, lata 350 ml Bebida zero lata",,,950,950,
2026-07-21,Alvi,6456,7801620009373,Bebida desechable,,,1160,1160,
2026-07-21,Alvi,1195,7802100290182,"Bebida Bilz, lata 350 ml Bebida lata",,,950,950,
2026-07-21,Alvi,1228,7801610005651,Bebida Sprite desechable 3 L Bebida desechable,,,2960,2960,
2026-07-21,Alvi,1232,7801620017552,Bebida Pepsi no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-21,Alvi,1229,7801620001223,Bebida Kem piña no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-21,Alvi,1194,7802100330185,Bebida Orange Crush Pepsi lata 350 ml Bebida lata,,,950,950,
2026-07-21,Alvi,1230,7801620001193,Bebida Bilz no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-21,Alvi,1210,7801610022122,Bebida Coca Cola Light lata 350 ml Bebida lata,,,870,870,
2026-07-21,Alvi,1235,7801620001643,Bebida Limón Soda no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-21,Alvi,1231,7801620001216,Bebida Pap no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-21,Alvi,1186,7801620300203,"Beb. Pap, Lata 6 U X 350 Ml Bebida lata",,,950,950,
2026-07-21,Alvi,1185,7801620340155,"Beb. Limón Soda, lata 6 u x 350 ml Bebida lata",,,950,950,
2026-07-21,Alvi,9257,7801610350904,Bebida sin azúcar,,,1360,1360,
2026-07-21,Alvi,9256,7801610001974,Bebida botella,,,1360,1360,
2026-07-21,Alvi,11088,7801610003084,Bebida naranja full sugar Fanta botella pet 3L Bebida naranja full sugar botella pet 3L,,,2960,2960,
2026-07-21,Alvi,14239,7801610284339,Bebida Sprite zero desechable 3 L,,,2960,2960,
2026-07-21,Alvi,6712,7801620007041,"Bebida Limón Soda zero, lata 350 ml Bebida zero lata",,,950,950,
2026-07-21,Alvi,6416,7801620852597,"Bebida Canada Dry agua tónica lata, 350 ml Agua tónica lata",,,950,950,
2026-07-21,Alvi,5573,7801620853181,Bebida Orange Crush light lata 350 ml Bebida zero lata,,,950,950,
2026-07-21,Alvi,1237,7801620001704,Bebida Kem Piña Xtreme lata 350 ml Bebida lata,,,950,950,
2026-07-21,Alvi,1184,7801620360153,Bebida Ginger Ale Canada Dry Lata 350 Ml Bebida lata,,,950,950,
2026-07-21,Alvi,14459,7801620011000,Bebida Limón Soda desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,14457,7801620010966,Bebida Bilz desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,14454,7801620010928,Bebida Pepsi desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,14458,7801620010980,Bebida Pap desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,14456,7801620010942,Bebida Kem piña desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,14455,7801620010935,Bebida Pepsi zero desechable 1.25 L,,,1690,1690,
2026-07-21,Alvi,9583,7801620009502,Bebida desechable,,,1160,1160,
2026-07-21,Alvi,9582,7801620009441,Bebida desechable,,,1160,1160,
2026-07-21,Alvi,6700,7801610220108,Bebida Coca Cola sin azúcar lata mini 220 ml Bebida sin azúcar lata,,,690,690,
2026-07-22,Jumbo,167200,,Pack 24 un. Bebida Coca-Cola Zero Lata 220 cc,,,17690,12490,
2026-07-22,Jumbo,167201,,Pack 24 un. Bebida Coca-Cola Original Lata 220 cc,,,17690,12490,
2026-07-22,Jumbo,53054,,Pack 6 un. Bebida Sprite Sin Azúcar 220 ml,,,5190,3248,4 x $12.990
2026-07-22,Alvi,1192,7801620852689,Bebida Pepsi lata 350 ml Bebida lata,,,1000,1000,
2026-07-22,Alvi,1220,7801620852580,Bebida Kem piña lata 350 ml Bebida lata,,,1000,1000,
2026-07-22,Alvi,1317,7801620006846,"Bebida Pepsi zero, lata 350 ml Bebida zero lata",,,1000,1000,
2026-07-22,Alvi,1195,7802100290182,"Bebida Bilz, lata 350 ml Bebida lata",,,1000,1000,
2026-07-22,Alvi,1194,7802100330185,Bebida Orange Crush Pepsi lata 350 ml Bebida lata,,,1000,1000,
2026-07-22,Alvi,1186,7801620300203,"Beb. Pap, Lata 6 U X 350 Ml Bebida lata",,,1000,1000,
2026-07-22,Alvi,1185,7801620340155,"Beb. Limón Soda, lata 6 u x 350 ml Bebida lata",,,1000,1000,
2026-07-22,Alvi,9581,7801620009403,Bebida desechable,,,1160,1160,
2026-07-22,Alvi,9580,7801620009397,Bebida zero desechable,,,1160,1160,
2026-07-22,Alvi,9579,7801620009380,Bebida desechable,,,1160,1160,
2026-07-22,Alvi,9257,7801610350904,Bebida sin azúcar,,,1530,1530,
2026-07-22,Alvi,9256,7801610001974,Bebida botella,,,1530,1530,
2026-07-23,Jumbo,44391,,Pack 6 un. Bebida Pap 350 ml,,,5850,2998,4 x $11.990
2026-07-23,Jumbo,46450,,Bebida Pap 1.75 L,,,2390,1590,
2026-07-23,Jumbo,44181,,Pack 6 un. Bebida Crush Light 350 ml,,,5850,2998,4 x $11.990
2026-07-23,Jumbo,43831,,Pack 6 un. Bebida Bilz Lata 350 ml,,,5850,2998,4 x $11.990
2026-07-23,Unimarc,97684,9990000000036,Bebida Fanta Zero Retornable 2 L (Incluye envase),,,1990,1690,$1.690
2026-07-24,Jumbo,53052,,Pack 6 un. Bebida Coca-Cola Zero Mini Lata 220 cc,,,5190,3122,4 x $12.490
2026-07-24,Jumbo,53051,,Pack 6 un. Bebida Coca-Cola Light 220 cc,,,5190,3122,4 x $12.490
2026-07-24,Jumbo,53050,,Pack 6 un. Bebida Coca-Cola Original 220 cc,,,5190,3122,4 x $12.490
2026-07-25,Jumbo,506,,Bebida Crush Zero 1.5 L,,,2150,1490,
2026-07-25,Jumbo,53054,,Pack 6 un. Bebida Sprite Sin Azúcar 220 ml,,,5190,3145,2 x $6.290
2026-07-25,Alvi,1334,7801620005078,Bebida zero desechable,,,3270,3270,
2026-07-25,Alvi,1238,7801620001896,Bebida Canada Dry ginger ale no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-25,Alvi,1234,7801620001599,Bebida Orange Crush no retornable 3 L Bebida desechable,,,3270,3270,
2026-07-26,Jumbo,144365,,Bebida Fanta Naranja 1.5 L,,,2290,1495,2 x $2.990
2026-07-27,Jumbo,500,,Bebida Coca-Cola Zero 1.5 L,,,2290,1495,2 x $2.990
2026-07-27,Jumbo,494,,Bebida Coca-Cola Light 1.5 L,,,2290,1495,2 x $2.990
2026-07-27,Jumbo,43762,,Pack 6 un. Bebida Coca-Cola Zero Lata 350 cc,,,5990,4190,
2026-07-27,Jumbo,141141,,Pack Bebida Coca-Cola Zero 3 L + Sprite Zero 3 L,,,5490,4690,
2026-07-27,Jumbo,503,,Bebida Coca-Cola Zero 3 L,,,3450,3450,
2026-07-27,Jumbo,505,,Bebida Coca-Coca Zero 591 ml,,,1350,995,2 x $1.990
2026-07-27,Jumbo,141139,,Pack Bebida Coca-Cola Zero 3 L + Fanta Sin Azúcar 3 L,,,5490,4690,
2026-07-27,Jumbo,153768,,Pack 4 un. Bebida Coca-Cola Zero Azúcar Vidrio No Retornable 300 ml,,,4990,4990,
2026-07-27,Jumbo,497,,Bebida Coca-Cola Light 3 L,,,3450,3450,
2026-07-27,Jumbo,135276,,Bebida Coca-Cola Zero Lata 473 cc,,,1250,1000,
2026-07-27,Jumbo,135247,,Pack 6 un. Bebida Coca-Cola Zero Lata 473 cc,,,5990,5990,
2026-07-27,Jumbo,141140,,Pack Bebida Coca-Cola Zero 3 L + Nordic Ginger Ale Sin Azúcar 3 L,,,5490,4690,
2026-07-27,Unimarc,57399,7801610350904,Bebida Coca Cola zero 1 L,,,1690,1000,2 x $2.000
2026-07-27,Unimarc,655,7801610355534,Bebida Coca Cola zero desechable 3 L,,,3290,2550,$2.550
2026-07-27,Unimarc,9944,7801620006891,Bebida Pepsi zero no retornable 3 L,,,3190,2450,$2.450
2026-07-27,Unimarc,6434,7801610284339,Bebida Sprite zero desechable 3 L,,,3290,2400,3 x $7.200
2026-07-27,Unimarc,4147,7801610356357,Pack Bebida Coca Cola zero lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-27,Unimarc,1502,7801610671313,Bebida Fanta sin azúcar desechable 3 L,,,3290,2400,3 x $7.200
2026-07-27,Unimarc,93194,7801620010935,Bebida Pepsi zero desechable 1.25 L,,,1890,1000,2 x $2.000
2026-07-27,Unimarc,569,7801610650103,Bebida Coca Cola light 1 L,,,1690,1000,2 x $2.000
2026-07-27,Unimarc,6011,7801620006938,Pack bebida Pepsi zero lata 6 un de 350 ml,,,5890,4000,$4.000
2026-07-27,Unimarc,578,7801610352151,Bebida Coca Cola light desechable 3 L,,,3290,2550,$2.550
2026-07-27,Unimarc,5871,7801610000601,Bebida Coca Cola zero botella 591 ml,,,1350,995,2 x $1.990
2026-07-27,Unimarc,96681,7801610002612,Pack bebida Coca Cola + Sprite sin azúcar 2 un 3 L,,,5890,5190,$5.190
2026-07-27,Unimarc,3365,7801610022894,Pack Bebida Coca Cola light lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-27,Unimarc,55295,7801620008079,Bebida Canada Dry ginger ale zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,91708,7801610473023,Bebida Coca Cola zero lata 473 ml (diseño aleatorio),,,1350,1000,$1.000
2026-07-27,Unimarc,5869,7801610000595,Bebida Coca Cola light botella 591 ml,,,1350,995,2 x $1.990
2026-07-27,Unimarc,12589,7801620002794,Bebida Limón Soda zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,1722,7801610591888,Bebida Sprite zero botella 591 ml,,,1350,995,2 x $1.990
2026-07-27,Unimarc,14276,7801610591123,Bebida Fanta sin azúcar botella 591 ml,,,1350,995,2 x $1.990
2026-07-27,Unimarc,6345,7801620005290,Bebida Kem zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,14032,7801620007034,Bebida Orange Crush zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,6325,7801620005085,Bebida Bilz zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,3560,7801610223048,Pack bebida Sprite zero lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-27,Unimarc,6324,7801620005078,Bebida Pap zero no retornable 3 L,,,3190,2490,$2.490
2026-07-27,Unimarc,4642,7801610066621,Pack Bebida Fanta sin azúcar lata 6 un de 350 ml,,,5990,4290,$4.290
2026-07-27,Unimarc,96680,7801610002599,Pack bebida Coca Cola + Fanta sin azúcar 2 un de 3 L,,,5890,5190,$5.190
2026-07-27,Unimarc,98036,9990000000136,Bebida Coca Cola Zero Azúcar Retornable 2 L (Incluye envase),,,2090,1790,$1.790
2026-07-27,Unimarc,659,7801610350409,Bebida Coca Cola zero 1.5 L,,,2290,2290,
2026-07-27,Unimarc,98037,9990000000137,Bebida Sprite Zero Retornable 2 L (Incluye envase),,,2090,1690,$1.690
2026-07-27,Unimarc,82350,7801620009342,Bebida Pepsi zero 600 ml,,,1290,1070,$1.070
2026-07-27,Unimarc,96679,7801610002377,Pack bebida Coca Cola + Nordic sin azúcar 2 un de 3 L,,,5890,5190,$5.190
2026-07-27,Unimarc,86614,7801620009410,Bebida Kem zero 600 ml,,,1290,1070,$1.070
2026-07-27,Unimarc,86463,7801620009397,Bebida Limón soda zero sin azúcar 600 cc,,,1290,1070,$1.070
2026-07-27,Unimarc,82358,7801620009427,Bebida Kem Xtreme sugar free 600 ml,,,1290,1070,$1.070
2026-07-27,Unimarc,98038,9990000000138,Bebida Coca Cola Light Retornable 2 L (Incluye envase),,,2090,1790,$1.790
